username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,lang
Achius,10.0,"Simply a perfect game, love it.",4,90,120,13,8.33995,1781,23104,en
aChris07,9.0,"One of the best co-op/solo game I've played.
Crunchy puzzle, with an euro feeling, but with a theme effusing from every single part.
High replayability, due to great variety of powers, spirits, combos, as well as scenarios and adversaries that require different focus on strategy (I've hardly scratched the surface).
Great component quality. I love the illustration qualities, I'm seriously thinking trying painting invader and blight pieces for an immersive experience.
Only issue I've found so far is that it can be fiddly, with all the moving parts during the invader phase. Still, I've seen worse sinners (Mage Knight, for example), and the game keeps itself around the 120 min mark it advertises, which is rare for a lot of games (they usually extend further).
Haven't played at 3 or 4 players, but it plays great at both 1 and 2 players.",4,90,120,13,8.33995,1781,23104,en
acidpizza,5.0,Tabletop Simulator,4,90,120,13,8.33995,1781,23104,en
Acidveins23,10.0,"Love it!
",4,90,120,13,8.33995,1781,23104,en
Acon17,,Y,4,90,120,13,8.33995,1781,23104,en
acorax,,1-4 player,4,90,120,13,8.33995,1781,23104,en
AcroAndGames,,Top of my list to buy!,4,90,120,13,8.33995,1781,23104,en
actiondan87,7.5,"Excellent theme, but such an exhausting brain burner due to fiddly admin and decision space. Sold in favor of the app.",4,90,120,13,8.33995,1781,23104,en
ActionExpress,10.0,A,4,90,120,13,8.33995,1781,23104,en
ActivatedComplex,,NIS,4,90,120,13,8.33995,1781,23104,en
actuallyidisagree,4.9,"Although this game is beloved by the community, I found it to be far too long with far too little payoff. The game evokes analysis paralysis, quarterbacking, and profound confusion among first-time players and novice gamers.

A good game for ""hardcore"" strategy gamers interested in turn, sequence, and placement efficiency.",4,90,120,13,8.33995,1781,23104,en
Acward,8.0,"I definitely believe this is a lovingly crafted game with high production values. The art and design is beautiful and the theme is naturally fantastic. Having played about 20 times, mostly solo, I definitely think this game deserves the praise it gets.

I decided to sell my copy, however, due to fine-tuning our tastes a little more. Spirit Island is a little too intensely brain-burning for us, with a lot of components and miniatures to manage basically from the start. We often feel on the edge of defeat until the last couple turns,. I don't mind such a thing when playing solo, but such stressful board states require the players to be on relatively equal footing with regards to stress, familiarity, and analysis in order to be enjoyable. This resulted in us rarely playing the game together, and the game takes too much setup to be worth owning for just solo, for me at least. It is still a fantastic solo experience if you don't mind the setup. I might one day get the digital version for solo purposes.

8/10 because I do believe it is a great game, I just don't think it is for us.",4,90,120,13,8.33995,1781,23104,en
AdAbsurdum,10.0,This is my favorite co-op =).,4,90,120,13,8.33995,1781,23104,en
AdalynIris,9.9,"In this game it is difficult to win, as in some other games. These other games, e.g. Robinson Crusoe, are frustrating because they are so luck dependent that in most occasions you will loose no matter what. Conversely, what I most like about Spirit island is the feeling that it is a puzzle that has a solution.
One of the best games to play solo.",4,90,120,13,8.33995,1781,23104,en
Adamamus,10.0,Has been my favourite game for years now. Best at 2.,4,90,120,13,8.33995,1781,23104,en
adamanthil,7.0,"Deep, complex strategy with excellent replayability. Incredible art and design.",4,90,120,13,8.33995,1781,23104,en
AdamCarney,9.5,"Spirit Island takes subtle strategy, careful observation, and excellent communication to win.  It is amazingly well designed and a ton of fun.",4,90,120,13,8.33995,1781,23104,en
AdamCarr,9.0,Complex as heck! Holy cow! Need more plays.,4,90,120,13,8.33995,1781,23104,en
adamdynris,8.0,Boardgamebliss dec. 2018,4,90,120,13,8.33995,1781,23104,es
adamisclassy,10.0,"This game asks a lot from the player. There is a lot to keep track of, a lot of piece pushing, lots of phases in a turn, etc. But this game has so much to offer in return. I love the theme: both the spirits influencing the physical world aspect and the anti-colonialism. The variable player powers each spirit offers truly feel unique and match the theme of the charismatic spirits. The cards have a nice layout and are printed on lovely card stock. The power names and underlying mechanisms match well. You really feel like you are lending the Dahan a hand. The map looks great on both sides and the game looks great on the table, though it does take up a lot of space. The game is structured to avoid a co-operative quarterback, but if someone gives you a hard time, remind them that you are a powerful and unyielding spirit and make the move you want to make.",4,90,120,13,8.33995,1781,23104,en
adamsalem,,Box 6,4,90,120,13,8.33995,1781,23104,en
adamscott,10.0,"Really shines at 2-3 players.  A great, thinky coop that is fairly easy to learn given the excellent depth and replayability it offers.

Also own Branch and Claw, Jagged Earth, Horizons of Spirit Island and a PnP of the 1st promo spirits.

Edit : After many plays, I'm upping my rating to a 10.  I think this may be my favourite game.",4,90,120,13,8.33995,1781,23104,en
adamshum,7.0,"Have played a handful of times and still don't know whether I really enjoy it. Feels kind of stressful rather than fun, and also feels like there are a lot of moving parts to keep track of (even after several games). But certainly moments where a strong move works are a lot of fun.",4,90,120,13,8.33995,1781,23104,en
adamsinger109,5.0,"I see a fun game here, but the fiddliness it asks to get there is just too much",4,90,120,13,8.33995,1781,23104,en
adamszlenda,6.5,"Not for me. I tried the digital version many times and bounced off it every time. Spirit Island has some VERY interesting ideas, but my frustration is very high, and it overshadows all the good in it.",4,90,120,13,8.33995,1781,23104,en
adamtay11,8.8,"[b]Taylor's 100 point rating:[/b]

[b]Enjoyment - 18/20[/b] - This is the most fun I’ve had playing a non-campaign co-op game. The game is really fun and has multiple different levels of difficulty for whatever playstyle you and your group might be at. The game has TONs of replayability and really good mechanics. I would recommend this game to just about anyone.

[b]Replayability - 15/15[/b] - This game is the pinnacle of replayability. From exponential amounts of game variations, to playing different classes this game has it all. No 2 games of Spirit Island will ever be the same.

[b]Game Mechanics - 11/15[/b] - These game mechanics are really good, but I feel like they just start to scratch the surface. This get’s put slightly above a 10 because some of the expansions build upon these faults, but the base game has really fun mechanics, but nothing legendary.

[b]Theme/Artwork - 14/15[/b] - It feels near impossible to get a perfect theme score while being a strategic (non-thematic) type of game but if any strategic game had the possibility of a perfect score, it would be this one. The spirits are really cool and very thematic. This doesn’t receive a perfect score due to the lack of story, and due to the attention to detail on the colonizers, but the spirits are out of this world!

[b]Gameflow/Pace - 9/10[/b] - I almost always feel fully engaged in this game, it feels like you’re working as a team constantly to try and defeat the invaders. With that said, there are a few times when you feel a little detached from what your companions are doing because they’re playing a character with totally different abilities/playstyles than you.

[b]Flexibility - 8/10[/b] - I wish you could play with more than 4 players, but the game plays really well anywhere between 1-4 characters. I appreciate this a lot as a frequent solo gamer.  

[b]Production - 5/5[/b] - All the pieces and gameboards feel great. The cards are of great quality and the attention to detail is superb.   

[b]Effort To Play - 5/5[/b] - The game sets up very quickly and like I mentioned before, it’s easy to pull this game off the shelf in almost any game night with 4 or fewer players.   

[b]Accessibility - 3/5[/b] - Due to the asymmetric characters and abilities and all the different variations, this game can be a little difficult to get people into, but the game isn’t overly complex. Almost all the complexity comes from the different spirits playing differently.

[b]Total Score: 88/100[/b]

Here's my ratings reference if you want to know what each metric means to me:
https://1drv.ms/w/s!ArFa02CatjgkhLFXx_D7binitdMglw?e=jlOOMl
",4,90,120,13,8.33995,1781,23104,en
Addboilingwater,10.0,"Co-op Heavy Strategy (4)
Focus On Co-operation Against An Ever Regressive Board. Use Unique Abilities To Fight & Grow, Very Enjoyable [Pandemic Like]
Expansion: Branch & Claw Is Recommended",4,90,120,13,8.33995,1781,23104,en
adebahr84,9.5,"Highly strategic and thematic coop. Great solo experience. Spirits differ a lot from eachother which can create powerful synergies. The game provides a challenge and huge amount of replayability.

Rating based on solo play.

Initial rating: 9",4,90,120,13,8.33995,1781,23104,en
adel9591,6.0,"Dragged on a bit, I also found the AI a little cumbersome and tedious, though I would like to play again to make sure I understand it. I will say in the 3 hour game I played I only witnessed 5 interactions between players on another player's island section, so it felt more like multi player solitaire than co-op. But that might be a good thing because a game of this length might be overwhelmingly long if players had to discuss all their options with each other.",4,90,120,13,8.33995,1781,23104,en
adelfaidah,10.0,"So far only played solo, but I really like the game, the abrupt ending is somewhat of a letdown, but I think upping the difficulty and including the branch and claw expansion should solve that. Apart from that, its a really amazing game, the theme is so well done, a very rich and deep game that completely replaces other similar co ops such as pandemic.

branch and claw edit : the events don't completely solve the anticlimactic ending but this expansion definitely makes the game even more exciting. choosing the appropriate difficulty for your group is definitely the hardest thing about this game, to get that satisfying victory. Nonetheless, the journey to that ending is always extremely fun

edit 2 (including jagged earth expansion): after playing many games solo and otherwise I think this might be my favorite co op game of all time. Is it a perfect game? No. There is room for more exciting mechanisms and features to be included (different types of dahan, new type of invader, EVEN MORE SPIRITS, etc) and it has its flaws (ap prone, anti-climactic ending). But honestly it doesn't really bother me. The amount of things that eric reuss got right in this game greatly outweighs any of its flaws. And its almost equally as fun in all player counts including solo.
Now there is a new expansion coming in the next few years or so, a dahan-centric one, and I cant wait to see what eric is going to do with that.",4,90,120,13,8.33995,1781,23104,en
AdelinDumitru,9.0,"The gold standard for all co-operative games, with an amazing theme.",4,90,120,13,8.33995,1781,23104,en
Adelmundo,,Interessant,4,90,120,13,8.33995,1781,23104,en
adesireg,10.0,Includes Branch and Claw and Feather and Flame in box. Sleeved and with Insert,4,90,120,13,8.33995,1781,23104,en
adh105,10.0,"Great, especially with branch and claw expansion love the theming and gameplay. Probable my number 1, 2 person game",4,90,120,13,8.33995,1781,23104,en
adinarayan,,Lesley - Reco for 2 players,4,90,120,13,8.33995,1781,23104,en
Adio75,,Ultimate Guard Precise Fit,4,90,120,13,8.33995,1781,23104,et
AdioRadley,10.0,"Unmatched in co-operative games. The invaders are oppressive and difficult without being discouraging, the spirits all play very differently from each other, and it feels so good to power up your spirit over the course of the game.",4,90,120,13,8.33995,1781,23104,en
adi_venturer,10.0,"The best board game I've ever played. I can spend a whole day writing about how amazing this game is, so just hitting some high beats here:

1. This game is a masterpiece in design. If at any point you have a question about how a certain mechanic would play out, ask yourself what makes the most thematic sense. The designer spent hours upon hours designing each element of the game and ensuring the mechanics follow the theme, then the developers spent even more time making sure everything stays balanced. It's perfection!

2. Even though each session can last 4 hours (depending on player count), there is little to no downtime in the game, since you are all either always planning your moves together, or playing your planned moves together. You are always engaged.

3. The core puzzle of the game has amazing tactical depth - very rare for thematic games. Combining powers to optimize your output, and seeing it play out is very satisfying. The slow and fast phase split adds even more depth to this. And if you don't like deterministic play, the event cards keep you on your toes!

4. The game has amazing replay value - it never seems to get old, really. All the unique spirits, aspects, scenarios and adversaries means that you have near infinite replay-ability. Someone actually did the math on this, and there are over a **quintillion** ways to just setup the game! The game fits whatever play style you prefer. You can go deep with a single spirit and try to beat all adversaries at all levels, or you can try a different spirit every time - the game will feel fresh and rewarding on every play.

5. The game scales really well from 1-4 players (I haven't played with 5 or 6). There are no separate solo rules, it's the same game at whatever player count you play at. Some spirits may be easier/harder to play solo, but that's about it. This is the #1 ranked solo game for a reason. I love playing this game solo, and I love playing it with my friends collaboratively.

(Plays: 90+)",4,90,120,13,8.33995,1781,23104,en
AdlerCiv,,"Sleeved with Arcane Tinmen - Standard - 119 cards

Sleeved with Arcane Tinmen Non Glare - Small - 15 cards

Sleeved with Paladin - XL Plus: Premium (55/pack Morgana) - (101.5 x 153mm) - 7 cards",4,90,120,13,8.33995,1781,23104,en
AdMan2015,7.2,Sara & Lucas,4,90,120,13,8.33995,1781,23104,es
AdmiralCrunch,1.0,Pure trash. Best used as kindling.,4,90,120,13,8.33995,1781,23104,en
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
00Bogey,9.0,Great looking game and I am stoked to see if come to life!,4,60,90,14,8.57143,9,137,en
adamw,,"I'm the designer of this game (I believe it to be my best design to date) and love to play, but feel it's inappropriate for me to give it a rating.",4,60,90,14,8.57143,9,137,en
AlexJouJou,,Hoping this funds!,4,60,90,14,8.57143,9,137,en
BryanKromrey,8.0,"Play tested it on TTS, pretty fun, looking forward to seeing the finished product!",4,60,90,14,8.57143,9,137,en
Daimler,,"LI. Medium complexity cube drafting/action selection game. Pure euro, theme is superficial.
Reminded a bit of Grand Austria Hotel.
Not sure if works well with over 2p.",4,60,90,14,8.57143,9,137,en
DavidChumillas,10.0,High expectations on the game. Waiting to put my hand on and try/review.,4,60,90,14,8.57143,9,137,en
Dusty2202,,Nice appearance / interesting scenario - like to add to my collection ??,4,60,90,14,8.57143,9,137,en
gohma231,9.0,Playtested at Gen Con. All mechanics interacted very well and fit the theme of the game. Developer was very receptive to feedback.,4,60,90,14,8.57143,9,137,en
manzonian,9.0,"Playtested this at GenCon 2023. Was extremely impressed with how well this played. It has dice drafting, resource management, and hidden information. The theme was wonderful and the game wasn't ""fiddly"" at all for a euro game. Excited for this to release!",4,60,90,14,8.57143,9,137,en
Pandorzecza,,Ciekawa,4,60,90,14,8.57143,9,137,en
rrobinson7,,This looks really interesting. Check out their kickstarter.  There are some great videos over there.,4,60,90,14,8.57143,9,137,en
shannyn_north,,KS deluxe,4,60,90,14,8.57143,9,137,it
SourceSarah,,"Ruby too
",4,60,90,14,8.57143,9,137,en
Speffy,,The artwork in this game is amazing. I just preordered and can’t wait to play!,4,60,90,14,8.57143,9,137,en
Stuket,,Kickstarter. Deluxe edition.,4,60,90,14,8.57143,9,137,da
Syoung1965,,Ordered on Kickstarter,4,60,90,14,8.57143,9,137,en
Vospire,8.0,Got to play test at GenCon 2024. Was a very very good game. Tight endgame score.,4,60,90,14,8.57143,9,137,en
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
0Kage,,6P,6,60,120,13,8.72061,761,5981,en
1arska,8.5,"Great like its predecessor, but it's so similar that I'm not sure is there any reasons to own both games. If I would buy Dune Imperium, I would choose Uprising. I just played this without expansions and there are new twists in the cards that supports playing spies. Also I like worms. Possibly I would add Rise of Ix and especially Immortality.",6,60,120,13,8.72061,761,5981,en
28green,10.0,expansion,6,60,120,13,8.72061,761,5981,en
360_Piranha,10.0,"The polished 1.5 version of Dune Imperium is one of the best games of the last 10 years. It has everything the board game hobby has produced in terms of successful/popular mechanics/features: simple rules, deckbuilding, double-use cards, short downtime, mini area control, worker placement, special abbilities, bluffing, damn good licences, very good artwork and iconography, very good expansions and possibilities for customisation (e.g. via card blends from the original version).

The game feels like someone gave everything that's good to an AI and came up with a streamlined game that stands as a board game archetype.

Simply amazing.",6,60,120,13,8.72061,761,5981,en
A1ain,,"Preparación y Explicación: 0.7 / 1
Duración Ideal: 1.6 / 2
Temática y Arte: 1 / 1
Diseño y Componentes: 0.8 / 1
Mecánica y Jugabilidad: 2 / 2
Disfrute: 2.8 / 3
TOTAL: 8.9

Tiempo de juego: 2.5 horas
Complejidad: Media Alta
Rejugabilidad: Alta
Núm. Jugadores Ideal: 3 y 4

+ Minis pintadas, Micas y Guía",6,60,120,13,8.72061,761,5981,es
A5AX,10.0,"Best game ever made
",6,60,120,13,8.72061,761,5981,da
Aaje,9.0,"Just finished first game with 3 players. More complicated than Dune imperium, more options & choices. Game is also slower, sometimes more dificult to obtain resources or points. 
Faboulous game though but love to play it more often as to get more aquainted with all possible strategies. Feels like I only played small part of all the possibilities. Might take a while before trying the expantions! Even the Choam option included in the base game.
",6,60,120,13,8.72061,761,5981,en
Aaron_Dangerman,8.0,Excellent mix of worker placement and deck building. An improvement over the first Dune Imperium while maintaining the tight scoring. I'm not sure how I feel about the expansions yet. They seem to bog down an otherwise pure experience.,6,60,120,13,8.72061,761,5981,en
AbacoBilbao,,"8435407642164
[Abaco][x]
[Estante][G3]
[M000378]
[16/09/2024]",6,60,120,13,8.72061,761,5981,es
abodden,10.0,"El juego es excelente, te entretienes, variedad de opciones y el conflicto emociona",6,60,120,13,8.72061,761,5981,es
ActsKnight238,8.5,Best 3-4,6,60,120,13,8.72061,761,5981,en
adamcobabe,,40,6,60,120,13,8.72061,761,5981,en
adamscott,6.0,"I checked this out from the North Van library thinking it would be a big hit with one of my groups.  Our play was...okay I guess.  Post-game discussion was largely negative, focusing on length (we were around 3 hours with some AP), the frustrating randomness (particularly not getting the symbol you need on a card in your hand) and how combat is essential to win (at least we couldn't see any other viable strategies).",6,60,120,13,8.72061,761,5981,en
adam_0,9.0,Gamegenic Matte Sleeves,6,60,120,13,8.72061,761,5981,de
Aderamos,8.0,"Such a fun game. Meaningful decisions, sand worms, and surprisingly, the deck building was a huge plus for me. Lots of strategy and tactics potentially out of this game after 1 play. I think this game has great potential to be a ""forever game.""",6,60,120,13,8.72061,761,5981,en
adir,8.5,"Solid worker placement deck builder.
Much better than the basic games, more actions, more paths to victory. The objectives, spies, worms, are excellent additions.
Wouldn't play the base game after this came out. Changed my view on the game.",6,60,120,13,8.72061,761,5981,en
adxlv,9.0,So mutch better than Dune: Imperium. And Dune: Imperium is really good :D,6,60,120,13,8.72061,761,5981,en
Ag0n1st,10.0,"GameGenic Standard Card Game/ Mini Euro Sleeves
Wayfarer Creations MDF Insert",6,60,120,13,8.72061,761,5981,en
ahalm,7.0,"A solid worker placement / deck builder combo. Something that I'm happy to play, but I don't see why it is so popular. 

It has both interesting and not so interesting aspects. The game combines well a deck builder and a worker placement game, and the sparseness of resources makes it a though one. What I don't like, is the battle mechanic. It is quite boring, and still essential for the game. 

Compared to regular DI, I might slightly prefer this one, as the cards are more interesting. The difference is however small. At the end, it is the same game. Just don't add all ad-ons at once.

Components and graphical desing are good, but the theme isn't very prominent on the game after all. Just leave the miniature worms in the box, please. Or even better, leave those home.",6,60,120,13,8.72061,761,5981,en
AirB0urn3,9.0,SOLID option to play more Dune. I loved adding the old expansions and tweaking the deck a bit.,6,60,120,13,8.72061,761,5981,en
ajax013,8.5,"+ Somehow so much better than the original thanks largely to the spy mechanic which allows you the feeling of putting in deeper roots in some key locations, or constantly turning them for short-term gain; Each faction feels balanced and interesting to dip into, not only for the actions, but for the ""unlockable"" spaces and card combos as well.
- The cards in the market seem to have fewer interesting thematic characters which is a little sad for me.",6,60,120,13,8.72061,761,5981,en
ajohnen,,2[3][4]6 ? -- 120 -- [english]  >> 7.903--73--3.05--3--04/10/23,6,60,120,13,8.72061,761,5981,it
Ajohnny101,10.0,"This game plays a lot like Dune: Imperium with a new set of expansions on it.  I love what the new worms, spies, CHOAM contracts and conflict sets bring.  It definitely ups the complexity but it all feels really cohesive.",6,60,120,13,8.72061,761,5981,en
AJ_800,8.0,"Preferred format:
- 3-4 players
- CHOAM module
- Character selection: deal 2, pick 1 (""Standard"")",6,60,120,13,8.72061,761,5981,en
akareject,9.0,"Loved this one out of the gate! Really felt the theme and enjoyed the production of the game. Decisions felt tight, but meaningful. Love the balancing act of combat and having a tough choice of maybe getting second while allowing an opponent to get first. Another great deck builder as well.",6,60,120,13,8.72061,761,5981,en
Akupro,9.0,"Mejora al anterior sensiblemente, tiene algo que hace que todo el mundo lo quiera volver a jugar y sale mucho a mesa,.",6,60,120,13,8.72061,761,5981,es
Alabamec,,1-4 (4),6,60,120,13,8.72061,761,5981,en
Alberto112,8.0,Besser als  der Vorgänger,6,60,120,13,8.72061,761,5981,de
aleksa11,10.0,K,6,60,120,13,8.72061,761,5981,en
Alektryon,9.0,"Great game, but playing with beginners will increase the playing time to at least 3h",6,60,120,13,8.72061,761,5981,en
alexekrug,,"4500
",6,60,120,13,8.72061,761,5981,en
alexh2311,,Berlin Con 2025,6,60,120,13,8.72061,761,5981,en
alexs34,8.0,"The same as Dune Imperium, but with a few more details and different art.",6,60,120,13,8.72061,761,5981,en
Alfytos,10.0,Impressive game. It has a lot of everything and well structured. ,6,60,120,13,8.72061,761,5981,en
aliothR,,=34=,6,60,120,13,8.72061,761,5981,en
alirezacpp,,1-6,6,60,120,13,8.72061,761,5981,en
AllDiceInWonderland,,I need to figure out which cards need sleeving,6,60,120,13,8.72061,761,5981,en
Ameen_p,10.0,In Deluxe DI box. ,6,60,120,13,8.72061,761,5981,fr
anasxatzi,8.0,"+Worms are an excellent addition,better than the warships.
+Contracts are fine,a positive addition overall althought nothing spectacular.
+The AI/dummy player for a 2 player game is both very capable and very easy to manage,with adjustable difficulty levels

+/- Very meh leader abilities along with the fact that you have to play a specific card to actually trigger them.

-The Spies i  straight up did not like.It was difficult to utilize them and provided an additional headache that i did not appreciate.
-The card market gets clogged up from mid to late game onwards,  by useless 1-2 cost cards ,that noone wants to buy.Makes the deckbuilding aspects feel sour in the end.
The same exact problem that the original game had.
It is a very solvable problem if you could trash cards straight from the market in some way.
-Intrigue cards are very hit and miss

Overall this is just as good as the previous game with an expansion added.It is a variant of sorts.
It could have been an expansion and not a standalone but alas.",6,60,120,13,8.72061,761,5981,en
Andlup,1.0,"Convoluted and dry, thematically thin. It becomes a race, 1h chasing who is winning, 1h hating what you are doing because of the total lack of catch-up mechanisms. Like in its predecessor (which I didn't fully dislike) combats are extremely abstract, sandworms make everything more unbalanced and unfair. Card draw is way too random. Too long for what it offers.",6,60,120,13,8.72061,761,5981,en
Andrew90,7.8,Magyar- kell tudni olvasni ,6,60,120,13,8.72061,761,5981,en
andrii_adventure,10.0,Can play it all day long,6,60,120,13,8.72061,761,5981,en
AndryWhite,9.5,"Same good old Dune Imperium with some fresh elements, very good 3 vs 3 module as well",6,60,120,13,8.72061,761,5981,en
AndyJump,,xxx,6,60,120,13,8.72061,761,5981,mt
andykim88,,Sleeved (except for solo cards),6,60,120,13,8.72061,761,5981,en
AngryObi,,"1-4, 6
4",6,60,120,13,8.72061,761,5981,en
angstyzebra,9.5,"Expansion:

Dune Imperium Immortality
Dune Imperium Base game leaders + half the imperium deck + half the intrigue cards",6,60,120,13,8.72061,761,5981,en
anim8r,9.0,"It is not really an entirely new 2023 design considering it feels 85% (not a scientific measurement) the same game as Dune: Imperium. I continue the enjoy the original with both it’s expansions..and there is no reason to not feel the same way about this. I definitely don’t need both, even though comparing just base game to base game, this is slightly better. But after adding both expansions, I prefer the original to just this. Have not tried mixing both base games and the 2 expansions into one massive experience, one can do that (rules allow for it), but not sure if one should?
I would be surprised if this does not get more support by way of expansions, maybe then it will decisively move ahead in ranking compared to the original. But if you have yet to start with this series, this is a great starting point in 2024!

More, on my ⟣⧗First Pass⧗⟢ Blog:
https://boardgamegeek.com/blogpost/160305/anim8rs-top-20-2023-releases",6,60,120,13,8.72061,761,5981,en
Annabel_Lee,,"Spielbound preorder, pay upon arrival",6,60,120,13,8.72061,761,5981,en
Another_Noobie,,3.49 [6-player but best 4-player],6,60,120,13,8.72061,761,5981,en
Antch007,10.0,Great game that essentially is a unique combination of mini-games nicely combined together,6,60,120,13,8.72061,761,5981,en
anticapital666,,Planned to play soon,6,60,120,13,8.72061,761,5981,en
Antiquus,8.5,"Changes for balance:
- in 2 players give 3rd reward in battle to 2nd player
- worms give no double rewards",6,60,120,13,8.72061,761,5981,en
antonioalg,6.5,"I need more plays. For the moment, I prefer the simplicity and smoothness of the first one with some expansion",6,60,120,13,8.72061,761,5981,en
antonkartashov,10.0,"3–4 players
or 6 players (3×3)

Complexity: ●●● (hard)
Duration: 120 mins

A deck building game (upgrading the engine). The second part of the game “Dune: Imperium.” Added new mechanics, characters (Feyd-Rautha Harkonnen, Gurney Halleck, Lady Jessica, etc.) and a 3×3 mode (team of Muad’Dib vs. team of Shaddam Corrino IV), so you can play with 6 people.",6,60,120,13,8.72061,761,5981,en
antpersan,9.0,Just amazing,6,60,120,13,8.72061,761,5981,en
aospin,,"#Часть содержимого в коробке https://boardgamegeek.com/boardgame/316554/dune-imperium
#Часть содержимого в коробке https://boardgamegeek.com/boardgameexpansion/367466/dune-imperium-immortality
#Протекторы Pantheon Sleeves 63.5x88
#Протекторы Pantheon Sleeves 44x68
#Протекторы Sunny Bunny 105x153",6,60,120,13,8.72061,761,5981,ru
Apollox5280,9.0,"Certainly more balanced than the original Imperium, despite what others claim about the worms. 2 players is still a bit tedious.",6,60,120,13,8.72061,761,5981,en
appleninja,9.2,Great game!,6,60,120,13,8.72061,761,5981,en
Aratar,8.5,Great game. Lots of tension.,6,60,120,13,8.72061,761,5981,en
arcer7,8.5,25.5,6,60,120,13,8.72061,761,5981,en
Archbishop Lazarus,10.0,Best among the expansions published till now.,6,60,120,13,8.72061,761,5981,en
Argand,9.0,"A medida que lo juego le voy pillando las diferencias con su predecesor e interiorizando las enormes diferencias tácticas y estratégicas entre ambos.
La primera impresión fue mala pero va subiendo mucho, hay mecánicas muy cambiadas y las casillas son bastante diferentes en algunos aspectos, cobran mucha importancia otras que antes no la tenían y le restan poder a muchas que antes sí la tenían.
El tema de los gusanos y del muro escudo está bastante bien implementado y le da un toque más inmersivo a nivel de planeta versus el resto del universo.",6,60,120,13,8.72061,761,5981,es
Ariadne2774,,"Simone, S",6,60,120,13,8.72061,761,5981,it
arildoaim,6.0,"Knocked regular Dune Imperium down to a 4, this simply the best iteration of the game. Fixed problems of the OG without the expansion bloat. Less is more. All spots are balanced out to be weak/good (depending) and spice/solari is more even. While i can see this is a good game mechanicswise, the experience itself is just very unsatisfying even after 10+ plays. I rather play Arcs, Pax Pamir, Agricola and even Dominion",6,60,120,13,8.72061,761,5981,en
Arkobla Conn,10.0,Played at Sprint 2024 Mepacon,6,60,120,13,8.72061,761,5981,en
ArmchairS,9.0,"Best Mechanic of 2024, Varieties way to wins",6,60,120,13,8.72061,761,5981,en
armdav05,9.5,"Haven't played the original but this game is fantastic!
So many possible strategies with an excellent mix of deck building and worker placement. End game scores are always very close and will have you talking well after the game is finished on how things could have played out differently.",6,60,120,13,8.72061,761,5981,en
ArminDanCopoeru,,"2-6 players
3.45",6,60,120,13,8.72061,761,5981,en
Armsved,10.0,Our first games has all ended on the first combat 3 with worms doubling points.,6,60,120,13,8.72061,761,5981,en
arnwei,10.0,Sleeved + Insert (Holz),6,60,120,13,8.72061,761,5981,en
Arontje,9.0,"A stand alone expansion that can be played with Rise of IX and/or Immortality expansions. This game has a new map, new cards, new leaders, worms and is more focused on the second movie hence the name uprising. 

Love the stuff so far! Rating may change of course, it’s high now as I’m excited.",6,60,120,13,8.72061,761,5981,en
aRune6811,10.0,Outstanding game - my firm favourite of 2024. #1/2024,6,60,120,13,8.72061,761,5981,en
Aselan,7.0,"Good game. Played about 20 Three Player games. BUT I played Dune Imperium far more often.  At least 50 times. It's far more fun. Uprising is more complex and looks better balanced. But the games are by far not as close and side strategies have lower chance of winning. The dominant strategy in Uprising is go for up to 4 cards from the trade area and the focus on conflict only.
Only in two situations we bought ""the spice must flow"".",6,60,120,13,8.72061,761,5981,en
Aspudde,10.0,"1 - 6 players
Best: 4",6,60,120,13,8.72061,761,5981,en
Astakos1973,10.0,Amazing game. Takes a while to build up and there's a bit of a steep learning curve. But there are so many strategic choices to make as you adapt to a changing situation. The game builds up to a tense finish,6,60,120,13,8.72061,761,5981,en
athanatus,10.0,"This is an amazing version of dune imperium where most of the rules are the same but with small but significant changes added. With this base game, you can experience a whole new world of Arrakis, where book fans or movie fans will enjoy parts where the story is implemented in the mechanism. The only reason I'm giving this a 9.9 instead of 10 is I played much more of the original and I need more plays of this game to appreciate its depth.
+After more plays, I just can't shake the fact that Uprising is simply better than original",6,60,120,13,8.72061,761,5981,en
Atheryt,10.0,"An astounding game that never lets me down. Great decision making, very thematic and many paths to victory. The original is a great game to but the small tweaks andthe addition of contracts,sandworms and spies make this one jump ahead. Worms make evry combat important but are by no means breaking the game, instead adding suspense and making sure you can never write a player completely out of the game.",6,60,120,13,8.72061,761,5981,en
atwilson,7.0,"1-4, 6; 4",6,60,120,13,8.72061,761,5981,en
Au79,7.0,"Better than the base game, but play Dominant Species Marine instead - it's a better euro-ameritrash hybrid. 

Not for sharing with spouse/ general public. Theme wise, Dune is eyeroll worthy and should probably be reserved just for your nerdy sci-fi friends. ",6,60,120,13,8.72061,761,5981,en
Aube88,7.0,"Early rating after 2 games on TTS.

Elements I love:
- The diversity of open moves (maybe because we're fresh on this one).
- The spy mechanic.
- the new spaces and the tweaking on previous ones.
- Combos with Emperor and Space Guild cards.
- Intrigue cards seem more in line, one with another. Less that can be situationally worthless. More ways to draw or filter them.

Sandworms doubled rewards seem to make for very swingy VP in the end game, which may be too pushed for my group's taste.",6,60,120,13,8.72061,761,5981,en
